#.t	H2O	S_ALK	S_I	S_ND	S_NH	S_NO	S_O	S_S	X_BA	X_BH	X_I	X_ND	X_P	X_S
#d	m3/d	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3	g/m3
4.875	20522	30	30	6.749915	30.68245	0.001	0.001	67.49915	0.001	31.601	56.539	11.88	0.001	227.867
4.88542	18098	30	30	6.363455	30.24762	0.001	0.001	63.63455	0.001	30.745	49.418	11.558	0.001	227.283
4.89583	24479	30	30	6.167313	30.21283	0.001	0.001	61.67313	0.001	32.531	67.857	12.23	0.001	224.918
4.90625	22590	30	30	6.171973	31.04771	0.001	0.001	61.71973	0.001	33.097	64.348	12.443	0.001	233.527
4.91667	21673	30	30	6.216018	31.67387	0.001	0.001	62.16018	0.001	33.239	62.34	12.496	0.001	236.813
4.92708	21063	30	30	6.457526	33.15925	0.001	0.001	64.57526	0.001	33.17	60.692	12.47	0.001	237.841
4.9375	16683	30	30	6.784871	35.11773	0.001	0.001	67.84871	0.001	31.484	47.264	11.836	0.001	236.091
4.94792	24122	30	30	7.214054	37.86587	0.001	0.001	72.14054	0.001	33.106	68.171	12.446	0.001	229.785
4.95833	21831	30	30	7.247069	37.86587	0.001	0.001	72.47069	0.001	33.337	62.917	12.533	0.001	237.117
4.96875	22589	30	30	6.97643	36.8501	0.001	0.001	69.7643	0.001	33.835	65.78	12.72	0.001	238.735
4.97917	21074	30	30	6.749915	36.47441	0.001	0.001	67.49915	0.001	33.648	61.595	12.65	0.001	241.24
4.98958	18895	30	30	6.283833	34.38721	0.001	0.001	62.83833	0.001	32.716	54.543	12.299	0.001	239.905
5	16990	30	30	6.224019	34.67942	0.001	0.001	62.24019	0.001	24.464	37.29	9.197	0.001	182.89
5.01042	16990	30	30	5.374197	32.06695	0.001	0.001	53.74197	0.001	23.999	36.58	9.022	0.001	179.408
5.02083	15964	30	30	5.444886	29.89975	0.001	0.001	54.44886	0.001	23.703	34.304	8.911	0.001	179.021
5.03125	15806	30	30	5.006769	27.06813	0.001	0.001	50.06769	0.001	24.281	34.854	9.128	0.001	183.671
5.04167	15610	30	30	4.635457	24.70265	0.001	0.001	46.35457	0.001	24.395	34.66	9.171	0.001	184.899
5.05208	15247	30	30	4.435819	23.38772	0.001	0.001	44.35819	0.001	24.736	34.469	9.299	0.001	188.152
5.0625	14989	30	30	4.257931	22.19802	0.001	0.001	42.57931	0.001	24.965	34.307	9.385	0.001	190.381
5.07292	14647	30	30	4.000033	20.31607	0.001	0.001	40.00033	0.001	23.612	31.841	8.877	0.001	180.665
5.08333	14212	30	30	4.038873	20.54218	0.001	0.001	40.38873	0.001	22.692	29.861	8.531	0.001	174.364
5.09375	14266	30	30	4.077713	20.71611	0.001	0.001	40.77713	0.001	21.982	29.016	8.264	0.001	168.825
5.10417	14126	30	30	4.046641	20.7509	0.001	0.001	40.46641	0.001	21.293	27.882	8.005	0.001	163.751
5.11458	13264	30	30	4.083539	20.66393	0.001	0.001	40.83539	0.001	20.641	25.695	7.76	0.001	160.078
5.125	12636	30	30	4.046641	20.61175	0.001	0.001	40.46641	0.001	19.962	23.909	7.504	0.001	155.748
5.13542	12189	30	30	4.050525	20.54218	0.001	0.001	40.50525	0.001	19.216	22.37	7.224	0.001	150.573
5.14583	11836	30	30	4.052467	20.43782	0.001	0.001	40.52467	0.001	18.406	20.941	6.919	0.001	144.71
5.15625	11481	30	30	4.031105	20.40303	0.001	0.001	40.31105	0.001	17.691	19.656	6.651	0.001	139.567
5.16667	11851	30	30	4.011685	20.15953	0.001	0.001	40.11685	0.001	16.999	19.359	6.391	0.001	133.632
5.17708	11540	30	30	4.004694	20.02734	0.001	0.001	40.04693	0.001	16.339	18.227	6.143	0.001	128.829
5.1875	11729	30	30	4.034212	19.99951	0.001	0.001	40.34212	0.001	15.996	18.071	6.014	0.001	125.896
5.19792	12450	30	30	4.058293	20.10039	0.001	0.001	40.58293	0.001	15.543	18.4	5.843	0.001	121.489
5.20833	11994	30	30	4.089365	20.40303	0.001	0.001	40.89365	0.001	15.243	17.522	5.73	0.001	119.664
5.21875	12552	30	30	4.116553	20.82047	0.001	0.001	41.16553	0.001	15.017	17.891	5.645	0.001	117.261
5.22917	12755	30	30	4.186465	21.16834	0.001	0.001	41.86465	0.001	14.889	17.965	5.597	0.001	116.036
5.23958	12749	30	30	4.242395	21.6136	0.001	0.001	42.42395	0.001	14.736	17.774	5.54	0.001	114.852
5.25	12030	30	30	4.394649	22.1354	0.001	0.001	43.94649	0.001	14.689	16.925	5.522	0.001	115.278
5.26042	12046	30	30	4.877432	24.68178	0.001	0.001	48.77431	0.001	14.71	16.968	5.53	0.001	115.427
5.27083	11668	30	30	5.988648	29.65625	0.001	0.001	59.88648	0.001	14.533	16.352	5.464	0.001	114.447
5.28125	11810	30	30	7.146084	34.24807	0.001	0.001	71.46084	0.001	14.401	16.355	5.414	0.001	113.252
5.29167	11692	30	30	8.000567	37.93544	0.001	0.001	80.00567	0.001	14.392	16.218	5.41	0.001	113.309
5.30208	11778	30	30	9.490087	43.39692	0.001	0.001	94.90087	0.001	14.431	16.355	5.425	0.001	113.521
5.3125	11994	30	30	10.57761	46.61468	0.001	0.001	105.7761	0.001	14.312	16.453	5.381	0.001	112.357
5.32292	12294	30	30	11.52104	49.24802	0.001	0.001	115.2104	0.001	14.254	16.707	5.359	0.001	111.58
5.33333	12280	30	30	12.0011	49.99941	0.001	0.001	120.011	0.001	14.21	16.64	5.342	0.001	111.253
5.34375	12162	30	30	11.89701	49.24802	0.001	0.001	118.9701	0.001	14.132	16.424	5.313	0.001	110.764
5.35417	12640	30	30	11.21109	45.74154	0.001	0.001	112.1109	0.001	14.281	17.109	5.369	0.001	111.424
5.36458	12962	30	30	10.24553	40.85751	0.001	0.001	102.4553	0.001	14.316	17.496	5.382	0.001	111.346
5.375	14903	30	30	9.481154	39.03469	0.001	0.001	94.81153	0.001	14.322	19.589	5.384	0.001	109.312
5.38542	14903	30	30	8.837961	36.8501	0.001	0.001	88.37961	0.001	14.824	20.275	5.573	0.001	113.141
5.39583	17608	30	30	8.12874	34.24807	0.001	0.001	81.2874	0.001	16.422	25.792	6.174	0.001	122.006
5.40625	19748	30	30	7.57721	32.16088	0.001	0.001	75.7721	0.001	17.866	30.927	6.717	0.001	129.866
5.41667	19370	30	30	7.037332	30.77985	0.001	0.001	70.37332	0.001	19.302	32.866	7.256	0.001	140.849
5.42708	20596	30	30	6.827595	29.79539	0.001	0.001	68.27595	0.001	21.001	37.69	7.895	0.001	151.318
5.4375	21592	30	30	6.703307	29.23881	0.001	0.001	67.03307	0.001	22.882	42.776	8.602	0.001	163.166
5.44792	22891	30	30	6.676507	28.52221	0.001	0.001	66.76507	0.001	24.939	49.05	9.375	0.001	175.399
5.45833	23068	30	30	6.707967	27.95867	0.001	0.001	67.07967	0.001	26.729	52.926	10.049	0.001	187.636
5.46875	23077	30	30	6.808952	28.12564	0.001	0.001	68.08952	0.001	28.201	55.859	10.602	0.001	197.949
5.47917	22905	30	30	6.872261	27.55166	0.001	0.001	68.72261	0.001	29.441	57.937	11.068	0.001	207.034
5.48958	20762	30	30	6.831479	27.4647	0.001	0.001	68.31479	0.001	30.431	54.993	11.44	0.001	218.884
5.5	20005	30	30	6.516874	26.45589	0.001	0.001	65.16874	0.001	31.089	54.419	11.688	0.001	225.386
5.51042	20005	30	30	6.164516	26.1776	0.001	0.001	61.64516	0.001	30.839	53.981	11.594	0.001	223.571
5.52083	19379	30	30	5.976219	26.28891	0.001	0.001	59.76219	0.001	30.483	51.925	11.46	0.001	222.419
5.53125	19339	30	30	5.894655	26.78984	0.001	0.001	58.94655	0.001	30.111	51.203	11.32	0.001	219.799
5.54167	17601	30	30	5.938933	27.29076	0.001	0.001	59.38933	0.001	29.762	46.728	11.189	0.001	221.13
5.55208	19939	30	30	6.021274	27.12379	0.001	0.001	60.21274	0.001	29.427	51.363	11.063	0.001	213.477
5.5625	19576	30	30	6.242663	27.42295	0.001	0.001	62.42662	0.001	28.814	49.509	10.832	0.001	209.818
5.57292	18681	30	30	6.586786	28.33436	0.001	0.001	65.86786	0.001	28.814	47.574	10.832	0.001	211.753
5.58333	18173	30	30	6.561928	28.2787	0.001	0.001	65.61928	0.001	28.598	46.129	10.751	0.001	211.257
5.59375	16574	30	30	6.400353	27.7082	0.001	0.001	64.00353	0.001	28.262	42.196	10.625	0.001	212.159
5.60417	15545	30	30	5.954469	26.68548	0.001	0.001	59.54469	0.001	27.781	39.336	10.444	0.001	210.695
5.61458	19259	30	30	5.834064	26.57068	0.001	0.001	58.34064	0.001	27.338	46.323	10.278	0.001	199.722
5.625	17980	30	30	5.733857	26.62286	0.001	0.001	57.33857	0.001	26.986	43.137	10.145	0.001	199.735
5.63542	17030	30	30	5.86902	27.4647	0.001	0.001	58.6902	0.001	26.568	40.576	9.988	0.001	198.534
5.64583	17669	30	30	6.046908	28.33436	0.001	0.001	60.46908	0.001	26.281	41.397	9.88	0.001	195.135
5.65625	15264	30	30	6.325004	29.26664	0.001	0.001	63.25004	0.001	25.906	36.135	9.739	0.001	197.022
5.66667	14826	30	30	6.237225	30.63027	0.001	0.001	62.37225	0.001	25.532	34.773	9.599	0.001	195.015
5.67708	15846	30	30	6.221689	30.58853	0.001	0.001	62.21689	0.001	25.143	36.166	9.452	0.001	190.118
5.6875	15819	30	30	6.201492	28.16043	0.001	0.001	62.01492	0.001	24.688	35.462	9.281	0.001	186.729
5.69792	16069	30	30	6.641162	29.79539	0.001	0.001	66.41162	0.001	24.246	35.283	9.115	0.001	182.933
5.70833	15719	30	30	6.718843	29.82322	0.001	0.001	67.18843	0.001	23.808	34.019	8.95	0.001	180.252
5.71875	15418	30	30	6.847015	30.30328	0.001	0.001	68.47015	0.001	23.415	32.93	8.803	0.001	177.806
5.72917	15266	30	30	7.188808	32.13305	0.001	0.001	71.88808	0.001	23.073	32.186	8.674	0.001	175.473
5.73958	15459	30	30	7.564393	33.77149	0.001	0.001	75.64392	0.001	22.957	32.356	8.63	0.001	174.255
5.75	15528	30	30	7.744222	34.30373	0.001	0.001	77.44222	0.001	23.483	33.218	8.828	0.001	178.126
5.76042	15531	30	30	8.008335	35.63953	0.001	0.001	80.08335	0.001	23.678	33.501	8.902	0.001	179.604
5.77083	15524	30	30	8.260408	36.06393	0.001	0.001	82.60408	0.001	23.958	33.883	9.007	0.001	181.741
5.78125	18062	30	30	8.383531	35.93174	0.001	0.001	83.83531	0.001	23.98	38.48	9.015	0.001	177.343
5.79167	17708	30	30	8.421983	35.45168	0.001	0.001	84.21983	0.001	23.767	37.508	8.935	0.001	176.399
5.80208	17440	30	30	8.3377	35.69519	0.001	0.001	83.377	0.001	23.164	36.088	8.708	0.001	172.383
5.8125	17701	30	30	8.199584	35.62561	0.001	0.001	81.99584	0.001	22.892	36.114	8.606	0.001	169.912
5.82292	15656	30	30	8.014161	35.37863	0.001	0.001	80.14161	0.001	23.371	33.285	8.786	0.001	177.054
5.83333	16676	30	30	7.775295	34.9438	0.001	0.001	77.75294	0.001	23.955	35.949	9.006	0.001	179.645
5.84375	18646	30	30	7.562451	34.14371	0.001	0.001	75.6245	0.001	24.378	40.185	9.165	0.001	179.215
5.85417	17726	30	30	7.187255	32.70355	0.001	0.001	71.87255	0.001	25.068	39.594	9.424	0.001	186.021
5.86458	17889	30	30	6.945669	31.46515	0.001	0.001	69.45669	0.001	24.932	39.684	9.373	0.001	184.706
5.875	17311	30	30	6.749915	30.68245	0.001	0.001	67.49915	0.001	24.449	37.854	9.191	0.001	182.186
5.88542	15773	30	30	6.363455	30.24762	0.001	0.001	63.63455	0.001	24.484	35.084	9.204	0.001	185.269
5.89583	19830	30	30	6.167313	30.21283	0.001	0.001	61.67313	0.001	25.552	44.39	9.606	0.001	185.578
5.90625	18631	30	30	6.171973	31.04771	0.001	0.001	61.71973	0.001	25.865	42.609	9.724	0.001	190.176
5.91667	18051	30	30	6.216018	31.67387	0.001	0.001	62.16018	0.001	26.08	41.829	9.805	0.001	192.894
5.92708	17665	30	30	6.457526	33.15925	0.001	0.001	64.57526	0.001	26.362	41.517	9.91	0.001	195.74
5.9375	14880	30	30	6.784871	35.11773	0.001	0.001	67.84871	0.001	26.032	35.559	9.786	0.001	198.727
5.94792	19617	30	30	7.214054	37.86587	0.001	0.001	72.14054	0.001	26.914	46.327	10.118	0.001	195.901
5.95833	18161	30	30	7.247069	37.86587	0.001	0.001	72.47069	0.001	27.291	43.994	10.26	0.001	201.624
5.96875	18646	30	30	6.97643	36.8501	0.001	0.001	69.7643	0.001	27.422	45.203	10.309	0.001	201.592
5.97917	17683	30	30	6.749915	36.47441	0.001	0.001	67.49915	0.001	27.412	43.208	10.305	0.001	203.502
5.98958	16297	30	30	6.283833	34.38721	0.001	0.001	62.83833	0.001	27.27	40.148	10.252	0.001	205.28
6	15388	30	30	6.224019	34.67942	0.001	0.001	62.24019	0.001	26.709	37.502	10.041	0.001	202.88
6.01042	15534	30	30	5.374197	32.06695	0.001	0.001	53.74197	0.001	26.308	37.228	9.89	0.001	199.543
6.02083	15779	30	30	5.444886	29.89975	0.001	0.001	54.44886	0.001	23.703	33.977	8.911	0.001	179.349
6.03125	18281	30	30	5.006769	27.06813	0.001	0.001	50.06769	0.001	24.281	39.36	9.128	0.001	179.165
6.04167	17472	30	30	4.635457	24.70265	0.001	0.001	46.35457	0.001	24.395	38.067	9.171	0.001	181.492
6.05208	18215	30	30	4.435819	23.38772	0.001	0.001	44.35819	0.001	24.736	39.975	9.299	0.001	182.646
6.0625	18130	30	30	4.257931	22.19802	0.001	0.001	42.57931	0.001	24.965	40.189	9.385	0.001	184.499
6.07292	13548	30	30	4.000033	20.31607	0.001	0.001	40.00033	0.001	23.612	29.896	8.877	0.001	182.61
6.08333	13661	30	30	4.038873	20.54218	0.001	0.001	40.38873	0.001	22.692	28.923	8.531	0.001	175.302
6.09375	13676	30	30	4.077713	20.71611	0.001	0.001	40.77713	0.001	21.982	28.042	8.264	0.001	169.799
6.10417	13339	30	30	4.046641	20.7509	0.001	0.001	40.46641	0.001	21.293	26.625	8.005	0.001	165.008
6.11458	13075	30	30	4.083539	20.66393	0.001	0.001	40.83539	0.001	20.641	25.401	7.76	0.001	160.371
6.125	12042	30	30	4.046641	20.61175	0.001	0.001	40.46641	0.001	19.962	23.019	7.504	0.001	156.638
6.13542	12042	30	30	4.050525	20.54218	0.001	0.001	40.50525	0.001	19.216	22.159	7.224	0.001	150.784
6.14583	11397	30	30	4.052467	20.43782	0.001	0.001	40.52467	0.001	18.406	20.333	6.919	0.001	145.317
6.15625	11220	30	30	4.031105	20.40303	0.001	0.001	40.31105	0.001	17.691	19.31	6.651	0.001	139.913
6.16667	10898	30	30	4.011685	20.15953	0.001	0.001	40.11685	0.001	16.999	18.143	6.391	0.001	134.847
6.17708	10627	30	30	4.004694	20.02734	0.001	0.001	40.04693	0.001	16.339	17.108	6.143	0.001	129.947
6.1875	11347	30	30	4.034212	19.99951	0.001	0.001	40.34212	0.001	15.996	17.612	6.014	0.001	126.355
6.19792	10876	30	30	4.058293	20.10039	0.001	0.001	40.58293	0.001	15.543	16.565	5.843	0.001	123.324
6.20833	11186	30	30	4.089365	20.40303	0.001	0.001	40.89365	0.001	15.243	16.598	5.73	0.001	120.588
6.21875	11343	30	30	4.116553	20.82047	0.001	0.001	41.16553	0.001	15.017	16.529	5.645	0.001	118.623
6.22917	11624	30	30	4.186465	21.16834	0.001	0.001	41.86465	0.001	14.889	16.702	5.597	0.001	117.299
6.23958	11522	30	30	4.242395	21.6136	0.001	0.001	42.42395	0.001	14.736	16.418	5.54	0.001	116.208
6.25	11844	30	30	4.394649	22.1354	0.001	0.001	43.94649	0.001	14.689	16.721	5.522	0.001	115.483
6.26042	12105	30	30	4.877432	24.68178	0.001	0.001	48.77431	0.001	14.71	17.033	5.53	0.001	115.362
6.27083	11429	30	30	5.988648	29.65625	0.001	0.001	59.88648	0.001	14.533	16.091	5.464	0.001	114.708
6.28125	11457	30	30	7.146084	34.24807	0.001	0.001	71.46084	0.001	14.401	15.975	5.414	0.001	113.632
6.29167	11826	30	30	8.000567	37.93544	0.001	0.001	80.00567	0.001	14.392	16.363	5.41	0.001	113.164
6.30208	12021	30	30	9.490087	43.39692	0.001	0.001	94.90087	0.001	14.431	16.618	5.425	0.001	113.258
6.3125	11488	30	30	10.57761	46.61468	0.001	0.001	105.7761	0.001	14.312	15.909	5.381	0.001	112.9
6.32292	11613	30	30	11.52104	49.24802	0.001	0.001	115.2104	0.001	14.254	15.978	5.359	0.001	112.309
6.33333	11632	30	30	12.0011	49.99941	0.001	0.001	120.011	0.001	14.21	15.95	5.342	0.001	111.943
6.34375	11482	30	30	11.89701	49.24802	0.001	0.001	118.9701	0.001	14.132	15.703	5.313	0.001	111.484
6.35417	12270	30	30	11.21109	45.74154	0.001	0.001	112.1109	0.001	14.281	16.713	5.369	0.001	111.821
6.36458	11978	30	30	10.24553	40.85751	0.001	0.001	102.4553	0.001	14.316	16.44	5.382	0.001	112.403
6.375	11889	30	30	9.481154	39.03469	0.001	0.001	94.81153	0.001	14.322	16.351	5.384	0.001	112.55
6.38542	13692	30	30	8.837961	36.8501	0.001	0.001	88.37961	0.001	14.824	18.929	5.573	0.001	114.488
6.39583	18050	30	30	8.12874	34.24807	0.001	0.001	81.2874	0.001	16.422	26.337	6.174	0.001	121.462
6.40625	18506	30	30	7.57721	32.16088	0.001	0.001	75.7721	0.001	17.866	29.263	6.717	0.001	131.53
6.41667	19118	30	30	7.037332	30.77985	0.001	0.001	70.37332	0.001	19.302	32.501	7.256	0.001	141.214
6.42708	20560	30	30	6.827595	29.79539	0.001	0.001	68.27595	0.001	21.001	37.633	7.895	0.001	151.375
6.4375	21862	30	30	6.703307	29.23881	0.001	0.001	67.03307	0.001	22.882	43.24	8.602	0.001	162.702
6.44792	23227	30	30	6.676507	28.52221	0.001	0.001	66.76507	0.001	24.939	49.679	9.375	0.001	174.77
6.45833	23379	30	30	6.707967	27.95867	0.001	0.001	67.07967	0.001	26.729	53.55	10.049	0.001	187.012
6.46875	23258	30	30	6.808952	28.12564	0.001	0.001	68.08952	0.001	28.201	56.242	10.602	0.001	197.566
6.47917	23272	30	30	6.872261	27.55166	0.001	0.001	68.72261	0.001	29.441	58.747	11.068	0.001	206.225
6.48958	23155	30	30	6.831479	27.4647	0.001	0.001	68.31479	0.001	30.431	60.456	11.44	0.001	213.422
6.5	22701	30	30	6.516874	26.45589	0.001	0.001	65.16874	0.001	31.089	60.705	11.688	0.001	219.1
6.51042	20461	30	30	6.164516	26.1776	0.001	0.001	61.64516	0.001	30.839	55.035	11.594	0.001	222.516
6.52083	19774	30	30	5.976219	26.28891	0.001	0.001	59.76219	0.001	30.483	52.829	11.46	0.001	221.516
6.53125	19390	30	30	5.894655	26.78984	0.001	0.001	58.94655	0.001	30.111	51.317	11.32	0.001	219.685
6.54167	19166	30	30	5.938933	27.29076	0.001	0.001	59.38933	0.001	29.762	50.223	11.189	0.001	217.635
6.55208	18973	30	30	6.021274	27.12379	0.001	0.001	60.21274	0.001	29.427	49.23	11.063	0.001	215.61
6.5625	18003	30	30	6.242663	27.42295	0.001	0.001	62.42662	0.001	28.814	46.11	10.832	0.001	213.217
6.57292	19264	30	30	6.586786	28.33436	0.001	0.001	65.86786	0.001	28.814	48.835	10.832	0.001	210.492
6.58333	18789	30	30	6.561928	28.2787	0.001	0.001	65.61928	0.001	28.598	47.45	10.751	0.001	209.936
6.59375	18332	30	30	6.400353	27.7082	0.001	0.001	64.00353	0.001	28.262	45.923	10.625	0.001	208.432
6.60416	17713	30	30	5.954469	26.68548	0.001	0.001	59.54469	0.001	27.781	43.853	10.444	0.001	206.178
6.61458	17500	30	30	5.834064	26.57068	0.001	0.001	58.34064	0.001	27.338	42.717	10.278	0.001	203.328
6.625	17495	30	30	5.733857	26.62286	0.001	0.001	57.33857	0.001	26.986	42.156	10.145	0.001	200.716
6.63541	17134	30	30	5.86902	27.4647	0.001	0.001	58.6902	0.001	26.568	40.783	9.988	0.001	198.327
6.64583	17273	30	30	6.046908	28.33436	0.001	0.001	60.46908	0.001	26.281	40.618	9.88	0.001	195.914
6.65625	16898	30	30	6.325004	29.26664	0.001	0.001	63.25004	0.001	25.906	39.309	9.739	0.001	193.848
6.66666	16692	30	30	6.237225	30.63027	0.001	0.001	62.37225	0.001	25.532	38.346	9.599	0.001	191.442
6.67708	16445	30	30	6.221689	30.58853	0.001	0.001	62.21689	0.001	25.143	37.295	9.452	0.001	188.989
6.6875	16037	30	30	6.201492	28.16043	0.001	0.001	62.01492	0.001	24.688	35.866	9.281	0.001	186.325
6.69791	15806	30	30	6.641162	29.79539	0.001	0.001	66.41162	0.001	24.246	34.805	9.115	0.001	183.411
6.70833	15565	30	30	6.718843	29.82322	0.001	0.001	67.18843	0.001	23.808	33.745	8.95	0.001	180.525
6.71875	15456	30	30	6.847015	30.30328	0.001	0.001	68.47015	0.001	23.415	32.996	8.803	0.001	177.741
6.72916	15402	30	30	7.188808	32.13305	0.001	0.001	71.88808	0.001	23.073	32.422	8.674	0.001	175.237
6.73958	15915	30	30	7.564393	33.77149	0.001	0.001	75.64392	0.001	22.957	33.142	8.63	0.001	173.469
6.75	17883	30	30	7.744222	34.30373	0.001	0.001	77.44222	0.001	23.483	37.367	8.828	0.001	173.977
6.76041	17370	30	30	8.008335	35.63953	0.001	0.001	80.08335	0.001	23.678	36.767	8.902	0.001	176.338
6.77083	17735	30	30	8.260408	36.06393	0.001	0.001	82.60408	0.001	23.958	37.857	9.007	0.001	177.767
6.78125	17121	30	30	8.383531	35.93174	0.001	0.001	83.83531	0.001	23.98	36.788	9.015	0.001	179.034
6.79166	16355	30	30	8.421983	35.45168	0.001	0.001	84.21983	0.001	23.767	35.096	8.935	0.001	178.81
6.80208	14962	30	30	8.3377	35.69519	0.001	0.001	83.377	0.001	23.164	31.784	8.708	0.001	176.688
6.8125	15477	30	30	8.199584	35.62561	0.001	0.001	81.99584	0.001	22.892	32.296	8.606	0.001	173.731
6.82291	17623	30	30	8.014161	35.37863	0.001	0.001	80.14161	0.001	23.371	36.732	8.786	0.001	173.607
6.83333	18411	30	30	7.775295	34.9438	0.001	0.001	77.75294	0.001	23.955	39.067	9.006	0.001	176.528
6.84375	18356	30	30	7.562451	34.14371	0.001	0.001	75.6245	0.001	24.378	39.655	9.165	0.001	179.745
6.85416	19395	30	30	7.187255	32.70355	0.001	0.001	71.87255	0.001	25.068	42.733	9.424	0.001	182.882
6.86458	17352	30	30	6.945669	31.46515	0.001	0.001	69.45669	0.001	24.932	38.68	9.373	0.001	185.71
6.875	16060	30	30	6.749915	30.68245	0.001	0.001	67.49915	0.001	24.449	35.561	9.191	0.001	184.479
6.88541	17152	30	30	6.363455	30.24762	0.001	0.001	63.63455	0.001	24.484	37.616	9.204	0.001	182.736
6.89583	20304	30	30	6.167313	30.21283	0.001	0.001	61.67313	0.001	25.552	45.299	9.606	0.001	184.67
6.90625	18926	30	30	6.171973	31.04771	0.001	0.001	61.71973	0.001	25.865	43.181	9.724	0.001	189.604
6.91666	18740	30	30	6.216018	31.67387	0.001	0.001	62.16018	0.001	26.08	43.177	9.805	0.001	191.546
6.92708	18997	30	30	6.457526	33.15925	0.001	0.001	64.57526	0.001	26.362	44.151	9.91	0.001	193.106
6.9375	17359	30	30	6.784871	35.11773	0.001	0.001	67.84871	0.001	26.032	40.4	9.786	0.001	193.886
6.94791	20544	30	30	7.214054	37.86587	0.001	0.001	72.14054	0.001	26.914	48.198	10.118	0.001	194.031
6.95833	19796	30	30	7.247069	37.86587	0.001	0.001	72.47069	0.001	27.291	47.341	10.26	0.001	198.277
6.96875	19265	30	30	6.97643	36.8501	0.001	0.001	69.7643	0.001	27.422	46.476	10.309	0.001	200.32
6.97916	18862	30	30	6.749915	36.47441	0.001	0.001	67.49915	0.001	27.412	45.632	10.305	0.001	201.079
6.98958	18409	30	30	6.283833	34.38721	0.001	0.001	62.83833	0.001	27.27	44.469	10.252	0.001	200.958
7	21477	30	30	6.246547	34.67942	0.001	0.001	62.46546	0.001	31.425	58.476	11.814	0.001	224.352
7.01042	21474	30	30	5.374197	32.06695	0.001	0.001	53.74197	0.001	31.42	58.459	11.812	0.001	224.324
7.02083	19620	30	30	5.444886	29.89975	0.001	0.001	54.44886	0.001	30.827	53.069	11.589	0.001	224.373
7.03125	19334	30	30	5.006769	27.06813	0.001	0.001	50.06769	0.001	30.27	51.462	11.38	0.001	220.973
7.04167	18978	30	30	4.635457	24.70265	0.001	0.001	46.35457	0.001	29.719	49.73	11.172	0.001	217.74
7.05208	18321	30	30	4.435819	23.38772	0.001	0.001	44.35819	0.001	29.059	47.194	10.925	0.001	214.339
7.0625	17855	30	30	4.257931	22.19802	0.001	0.001	42.57931	0.001	29.676	47.16	11.156	0.001	219.925
7.07292	17237	30	30	4.000033	20.31607	0.001	0.001	40.00033	0.001	28.602	44.126	10.753	0.001	213.292
7.08333	16453	30	30	4.038873	20.54218	0.001	0.001	40.38873	0.001	27.556	40.893	10.36	0.001	207.115
7.09375	16548	30	30	4.077713	20.71611	0.001	0.001	40.77713	0.001	26.776	39.927	10.066	0.001	201.059
7.10417	16295	30	30	4.046641	20.7509	0.001	0.001	40.46641	0.001	26.051	38.351	9.794	0.001	196.112
7.11458	14743	30	30	4.083539	20.66393	0.001	0.001	40.83539	0.001	24.946	33.82	9.378	0.001	190.698
7.125	13613	30	30	4.046641	20.61175	0.001	0.001	40.46641	0.001	23.705	30.127	8.912	0.001	183.215
7.13542	12807	30	30	4.050525	20.54218	0.001	0.001	40.50525	0.001	22.453	27.179	8.441	0.001	174.894
7.14583	12173	30	30	4.052467	20.43782	0.001	0.001	40.52467	0.001	21.235	24.696	7.983	0.001	166.418
7.15625	11533	30	30	4.031105	20.40303	0.001	0.001	40.31105	0.001	20.036	22.34	7.532	0.001	157.98
7.16667	12198	30	30	4.011685	20.15953	0.001	0.001	40.11685	0.001	19.243	22.416	7.234	0.001	150.774
7.17708	11640	30	30	4.004694	20.02734	0.001	0.001	40.04693	0.001	18.381	20.641	6.91	0.001	144.789
7.1875	11978	30	30	4.034212	19.99951	0.001	0.001	40.34212	0.001	17.747	20.38	6.672	0.001	139.342
7.19792	13272	30	30	4.058293	20.10039	0.001	0.001	40.58293	0.001	17.566	21.877	6.604	0.001	136.217
7.20833	12452	30	30	4.089365	20.40303	0.001	0.001	40.89365	0.001	17.123	20.272	6.437	0.001	133.834
7.21875	13453	30	30	4.116553	20.82047	0.001	0.001	41.16553	0.001	17.031	21.441	6.403	0.001	131.837
7.22917	13815	30	30	4.186465	21.16834	0.001	0.001	41.86465	0.001	17.025	21.895	6.4	0.001	131.328
7.23958	13803	30	30	4.242395	21.6136	0.001	0.001	42.42395	0.001	16.995	21.843	6.389	0.001	131.113
7.25	12514	30	30	4.394649	22.1354	0.001	0.001	43.94649	0.001	16.595	19.724	6.239	0.001	129.632
7.26042	12542	30	30	4.877432	24.68178	0.001	0.001	48.77431	0.001	16.291	19.397	6.124	0.001	127.223
7.27083	11865	30	30	5.988648	29.65625	0.001	0.001	59.88648	0.001	15.848	18.065	5.958	0.001	124.57
7.28125	12118	30	30	7.146084	34.24807	0.001	0.001	71.46084	0.001	15.56	18.032	5.85	0.001	122.009
7.29167	11906	30	30	8.000567	37.93544	0.001	0.001	80.00567	0.001	15.252	17.431	5.734	0.001	119.832
7.30208	12059	30	30	9.490087	43.39692	0.001	0.001	94.90087	0.001	15.032	17.354	5.651	0.001	117.937
7.3125	12446	30	30	10.57761	46.61468	0.001	0.001	105.7761	0.001	14.947	17.689	5.619	0.001	116.835
